gene_symbol,Lpgat1
parameter_id,MGP_MLN_014_001
pvalue,0.5228517
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,53ozc90052334t3
mouse_life_stage,Early adult
