gene_symbol,Sfpq
mouse_strain,C57BL
parameter_id,JAXLA_GRS_010_001
pvalue,0.07056535
gene_accession_id,MGI:1918764
analysis_id,213yvjrfb6nuwb9
parameter_name,Forelimb grip strength normalised against body weight
mouse_life_stage,Early adult
