gene_symbol,Slx4ip
parameter_name,KLRG1+ Treg cells - % of CD45+
pvalue,0.901632
gene_accession_id,MGI:1921493
mouse_strain,C57BL
parameter_id,MGP_IMM_079_001
analysis_id,zw55bi063jr152p
mouse_life_stage,Early adult
