gene_symbol,Tnni1
mouse_strain,C57BL
analysis_id,2203u5ed837yb6r
parameter_id,JAX_LDT_008_001
mouse_life_stage,Early adult
pvalue,0.7613959
gene_accession_id,MGI:105073
parameter_name,Percent time in dark
