mouse_life_stage,Middle aged adult
pvalue,0.9010768
gene_accession_id,MGI:1336200
mouse_strain,C57BL
analysis_id,3uj0okzz08182t7
gene_symbol,Hpca
parameter_id,ESLIM_011_001_009
parameter_name,PP3 + pulse startle magnitude
