gene_symbol,Bmp7
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Eosinophils
analysis_id,7rj4nxigdq36ozw
pvalue,0.09618075
parameter_id,IMPC_IMM_052_001
gene_accession_id,MGI:103302
