mouse_life_stage,E9.5
parameter_id,JAX_OFD_015_001
gene_accession_id,MGI:1915087
analysis_id,grqmuk5brx6fuur
mouse_strain,C57BL
pvalue,0.4361549
parameter_name,Center resting time
gene_symbol,Tiprl
