gene_symbol,Ints7
mouse_strain,C57BL
parameter_id,MGP_IMM_033_001
analysis_id,o611l4v4tmu6ltx
gene_accession_id,MGI:1924315
parameter_name,Total NK cells - % of CD45+
pvalue,0.8467739
mouse_life_stage,E9.5
