parameter_name,Periphery average speed
mouse_life_stage,Early adult
gene_symbol,Cmpk1
gene_accession_id,MGI:1913838
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_013_001
analysis_id,0k59q5qh29c0794
pvalue,0.3468817
