parameter_id,IMPC_XRY_002_001
mouse_life_stage,E12.5
gene_symbol,Eprs1
mouse_strain,C57BL
parameter_name,Zygomatic bone
pvalue,0.8000349
analysis_id,g06jumu0dic173m
gene_accession_id,MGI:97838
