parameter_id,IMPC_ACS_037_001
mouse_life_stage,Early adult
analysis_id,9erg5n0h9tvv1kc
gene_accession_id,MGI:1923959
pvalue,0.427524
mouse_strain,129SV
gene_symbol,Arpc2
parameter_name,% Pre-pulse inhibition - Global
