gene_symbol,Orc2
mouse_life_stage,E9.5
parameter_name,Center resting time
parameter_id,JAX_OFD_015_001
gene_accession_id,MGI:1328306
mouse_strain,C57BL
analysis_id,3gqd59n1e205p96
pvalue,0.806123
