mouse_life_stage,Early adult
parameter_name,Albumin
pvalue,0.08365752
mouse_strain,C57BL
parameter_id,IMPC_CBC_007_001
gene_accession_id,MGI:1923029
analysis_id,s33cu0pg62en2uh
gene_symbol,Dnaaf9
