gene_symbol,Eprs1
mouse_life_stage,E12.5
analysis_id,8on0hz6rp5w07h1
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_id,MGP_IMM_036_001
pvalue,0.9289692
parameter_name,KLRG1+ NK cells - % of NK cells
