gene_symbol,Ubxn4
parameter_id,MGP_MLN_093_001
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,1if30khz7584987
parameter_name,KLRG1+ NK cells - % of CD45+
pvalue,0.1248167
gene_accession_id,MGI:1915062
