mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Bone Area
gene_accession_id,MGI:1345282
pvalue,0.5750564
parameter_id,IMPC_DXA_010_001
analysis_id,t31m10179h34l0q
gene_symbol,Slc30a4
