gene_symbol,Dmap1
pvalue,0.7948325
parameter_id,MGP_IMM_101_001
analysis_id,317894jcuw64515
mouse_strain,C57BL
gene_accession_id,MGI:1913483
mouse_life_stage,E12.5
parameter_name,KLRG1+ NK cells - % of CD45+
