gene_symbol,Ahcy
pvalue,0.126935
parameter_id,IMPC_GEO_009_002
mouse_strain,C57BL
parameter_name,Hemorrhage
mouse_life_stage,Early adult
gene_accession_id,MGI:87968
analysis_id,83ut8b367qyjdd2
