mouse_life_stage,Middle aged adult
analysis_id,1978qu8pmo0zz0d
gene_symbol,Secisbp2l
parameter_name,Sacral processes
pvalue,0.063077
parameter_id,IMPC_XRY_066_001
gene_accession_id,MGI:1917604
mouse_strain,C57BL
