gene_symbol,Rab17
pvalue,0.3171285
mouse_life_stage,Early adult
analysis_id,64zhs178wy1zkx5
parameter_name,NK cell number
mouse_strain,C57BL
gene_accession_id,MGI:104640
parameter_id,MGP_PBI_027_001
