pvalue,0.2939852
gene_symbol,Fpgs
parameter_name,Neutrophil differential count
analysis_id,sh2i610f8122e52
mouse_strain,C57BL
gene_accession_id,MGI:95576
parameter_id,IMPC_HEM_029_001
mouse_life_stage,Early adult
