parameter_id,HRWLLA_OFD_017_001
gene_symbol,Trpa1
analysis_id,7rj1q8v3i6ilih6
gene_accession_id,MGI:3522699
parameter_name,Center average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5819507
