parameter_id,JAX_OFD_017_001
gene_accession_id,MGI:1332236
pvalue,0.6396248
mouse_life_stage,Early adult
parameter_name,Center average speed
gene_symbol,Cds2
analysis_id,v9175zj97e7997b
mouse_strain,C57BL
