gene_symbol,Zcchc2
parameter_id,IMPC_ACS_006_001
analysis_id,78ad91s02cj93ck
pvalue,0.8526258
parameter_name,Response amplitude - S
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
mouse_strain,C57BL
