parameter_name,Whole arena resting time
pvalue,0.982983
gene_symbol,Rnf114
parameter_id,JAX_OFD_007_001
analysis_id,23mc6sk698f81v2
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1933159
