gene_symbol,Zmynd8
analysis_id,0z662da67893102
mouse_life_stage,Early adult
pvalue,0.5555925
parameter_name,MZB (CD21/35 high)
gene_accession_id,MGI:1918025
mouse_strain,129SV
parameter_id,IMPC_IMM_071_001
