gene_symbol,Mapkap1
parameter_id,IMPC_OFD_022_001
gene_accession_id,MGI:2444554
pvalue,0.4288962
mouse_life_stage,E15.5
analysis_id,hf6bs7lr1gr7251
mouse_strain,C57BL
parameter_name,Percentage center time
