mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
parameter_id,IMPC_OFD_009_001
mouse_strain,C57BL
gene_symbol,Ints7
pvalue,0.6412897
analysis_id,g7l00dm817dh582
parameter_name,Whole arena average speed
