gene_symbol,Hspa5
pvalue,0.8821493
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_IMM_055_001
parameter_name,NK Subsets (Q2)
analysis_id,rql2m3b0r8ba6u0
gene_accession_id,MGI:95835
