gene_symbol,Tiprl
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,fbvz02138u593ak
pvalue,0.318912
parameter_name,Head coat/hair presence
parameter_id,MGP_CSD_015_001
gene_accession_id,MGI:1915087
