parameter_name,Limb grasp
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Hspa5
analysis_id,50224040o58f45s
parameter_id,IMPC_CSD_039_001
gene_accession_id,MGI:95835
pvalue,0.3625749
