Parameter_id,IMPC_GEL_032_001
Parameter_name,Embryo Size
Gene_symbol,Mapkap1
mouse_strain,C57BL
Gene_accession_id,MGI:2444554
Pvalue,0.8266618
Mouse_life_stage,E15.5
analysis_id,37410f4qr921lwr
