parameter_id,UCD_OWT_003_001
analysis_id,4k04077o4377xuq
pvalue,0.7356681
gene_accession_id,MGI:105072
gene_symbol,Rab22a
parameter_name,Spleen weight
mouse_life_stage,Early adult
mouse_strain,C57BL
