gene_symbol,Frmpd1
parameter_name,Hindlimb digit - size
pvalue,0.9073871
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
mouse_strain,C58BL
analysis_id,8et24q4nra1zu3s
parameter_id,IMPC_CSD_047_001
