gene_symbol,Duoxa2
parameter_id,M-G-P_005_001_004
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:1914061
mouse_strain,C57BL
analysis_id,c82g1hl845854iq
pvalue,0.8465522
