parameter_id,IMPC_GEL_063_001
gene_accession_id,MGI:1920638
pvalue,0.06679633
parameter_name,Delayed embryonic development
analysis_id,2qrby6t20anro63
mouse_strain,C57BL
gene_symbol,Bpifa3
mouse_life_stage,Early adult
