gene_symbol,Ntmt2
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2685053
analysis_id,1596va14c16i901
parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
pvalue,0.9173266
