gene_symbol,Secisbp2l
mouse_life_stage,Late adult
parameter_name,Embryo Size
parameter_id,IMPC_GEO_019_001
mouse_strain,C57BL
analysis_id,1062r4g2t725126
pvalue,0.7711475
gene_accession_id,MGI:1917604
