gene_symbol,Zmynd19
analysis_id,4fkh1qju2p6zn09
pvalue,0.2197607
mouse_strain,C57BL
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:1914437
parameter_id,MGP_IMM_006_001
mouse_life_stage,Early adult
