parameter_name,Distance travelled - total
gene_symbol,Sema6c
pvalue,0.8247934
parameter_id,IMPC_OFD_020_001
gene_accession_id,MGI:1338032
analysis_id,77q516q21s8603d
mouse_strain,C57BL
mouse_life_stage,Early adult
