gene_symbol,Plcb1
parameter_id,IMPC_EYE_001_001
mouse_life_stage,Late adult
analysis_id,61vi4c9sb91vh4j
pvalue,0.2082127
mouse_strain,C57BL
parameter_name,Eye
gene_accession_id,MGI:97613
