parameter_name,Body Weight
parameter_id,M-G-P_012_001_005
mouse_strain,C57BL
gene_symbol,Gfi1b
mouse_life_stage,Early adult
analysis_id,p4wgc21e7xdt28p
pvalue,0.7965533
gene_accession_id,MGI:1276578
