gene_symbol,Arpc2
parameter_id,IMPC_IMM_034_001
pvalue,0.7833502
analysis_id,2s6y874vs72y199
parameter_name,CD8 CD44-CD62L+ T cells
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
