mouse_life_stage,Early adult
pvalue,0.8290204
analysis_id,n29umy3a7628k8x
gene_accession_id,MGI:1922745
gene_symbol,Morn5
parameter_name,Haemoglobin
parameter_id,ESLIM_016_001_003
mouse_strain,C57BL
