parameter_id,IMPC_GRS_011_001
gene_symbol,Rab17
analysis_id,d0ybvmi9708ejrv
pvalue,0.7044865
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104640
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
