parameter_name,Lens Opacity
analysis_id,udx15h750jgmgqe
parameter_id,UCDLA_EYE_017_001
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
mouse_strain,C57BL
pvalue,0.8729011
gene_symbol,Eprs1
