pvalue,0.9498764
parameter_name,Startle response
mouse_life_stage,Early adult
gene_symbol,Trpa1
mouse_strain,C57BL
gene_accession_id,MGI:3522699
analysis_id,6ckuimst0x7p867
parameter_id,HMGULA_SHI_009_001
