gene_symbol,Lpgat1
mouse_strain,C57BL
parameter_id,ESLIM_011_001_009
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
analysis_id,3w87adoe3pe727x
pvalue,0.5119594
parameter_name,PP3 + pulse startle magnitude
