parameter_id,ESLIM_005_001_005
analysis_id,s933m74xj198x3p
parameter_name,Bone Mineral Content
Gene_symbol,Mms22l
Mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
Mouse_strain,129SV
pvalue,0.8314146
