mouse_life_stage,Late adult
pvalue,0.7172243
mouse_strain,C57BL
parameter_name,CD4+ alpha beta T cell percentage
analysis_id,l4397kp53r1f267
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
parameter_id,MGP_PBI_003_001
