parameter_id,HRWLLA_OFD_011_001
pvalue,0.471103
gene_symbol,Bach2
gene_accession_id,MGI:894679
parameter_name,Periphery resting time
analysis_id,5diwb27u3q7l44k
mouse_strain,C57BL
mouse_life_stage,Early adult
