parameter_id,IMPC_ABR_008_001
gene_accession_id,MGI:88174
pvalue,0.2736408
mouse_life_stage,E15.5
parameter_name,18kHz-evoked ABR Threshold
analysis_id,i4m6122265ocml6
gene_symbol,Bmi1
mouse_strain,C57BL
