parameter_id,MGP_CSD_015_001
pvalue,0.3083894
analysis_id,3vkiv236y09o4x0
parameter_name,Head coat/hair presence
mouse_strain,C57BL
gene_accession_id,MGI:1914309
mouse_life_stage,Early adult
gene_symbol,Ola1
