gene_symbol,Kifap3
gene_accession_id,MGI:107566
analysis_id,80n5av7o7o84i67
mouse_strain,C57BL
pvalue,0.8832306
parameter_name,KLRG1+ gd T cells - % of gd T cells
parameter_id,MGP_IMM_022_001
mouse_life_stage,Early adult
