parameter_id,HMGULA_CBC_009_001
pvalue,0.2048269
parameter_name,Calcium
gene_symbol,Tox
mouse_life_stage,Early adult
analysis_id,f50324x21n437r5
mouse_strain,C57BL
gene_accession_id,MGI:2181659
