parameter_id,M-G-P_009_001_003
gene_symbol,Mms22l
analysis_id,t46f99qo9y7wr33
mouse_strain,C57BL
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
parameter_name,Body weight
pvalue,0.3643934
