gene_symbol,Hnf4a
parameter_id,IMPC_CSD_033_001
parameter_name,Gait
mouse_life_stage,Late adult
analysis_id,9k3iv8a74546h9t
pvalue,0.8921423
mouse_strain,C57BL
gene_accession_id,MGI:109128
