parameter_name,Calcium
analysis_id,qr00287zz9i77im
mouse_life_stage,Middle aged adult
parameter_id,HMGULA_CBC_009_001
gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.1114887
