parameter_id,JAXLA_CSD_007_001
gene_accession_id,MGI:2685277
pvalue,0.896217
parameter_name,Coat - color - abdomen
analysis_id,1ahag9je33aw9c5
mouse_life_stage,Early adult
gene_symbol,Zyg11b
mouse_strain,C57BL
