gene_symbol,Hpca
pvalue,0.585074
mouse_strain,C57BL
analysis_id,2750556253rnexj
parameter_id,IMPC_XRY_033_001
parameter_name,Tibia length
gene_accession_id,MGI:1336200
mouse_life_stage,Early adult
