pvalue,0.6392391
mouse_strain,C57BL
parameter_id,MGP_IMM_014_001
analysis_id,r2189y99722722a
mouse_life_stage,E9.5
parameter_name,Effector CD8+ T cells - % of CD8+
gene_symbol,Ints7
gene_accession_id,MGI:1924315
