mouse_strain,129SV
parameter_name,Effector CD8+ T cells - % of CD8+
gene_symbol,Cntfr
gene_accession_id,MGI:99605
parameter_id,MGP_IMM_014_001
pvalue,0.1740599
analysis_id,365xcp3k8v8dr8f
mouse_life_stage,Early adult
