gene_symbol,Bach2
parameter_id,IMPC_ACS_036_001
analysis_id,7z6q39lw59978in
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
pvalue,0.6659724
parameter_name,% Pre-pulse inhibition - PPI4
mouse_strain,C57BL
