parameter_id,IMPC_HEM_039_001
analysis_id,e836r30qtwtyw50
pvalue,0.3849529
parameter_name,Large Unstained Cell (LUC) count
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
